"","Continent","Disturbance","Order","Family","Scientific.name","Common.name","FID","log.fid"
"470","America-Australia","Pedestrian","Passeriformes","Sylviidae ","Cisticola exilis ","golden-headed cisticola",5.4,0.732393759822969
"471","America-Australia","Pedestrian","Passeriformes","Zosteropidae ","Zosterops lateralis ","silvereye ",5.5,0.740362689494244
"472","America-Australia","Pedestrian","Passeriformes","Zosteropidae ","Zosterops lateralis ","silvereye ",6.1,0.785329835010767
"473","America-Australia","Pedestrian","Pelicaniformes","Anhingidae ","Anhinga melanogaster ","darter ",24,1.38021124171161
"474","America-Australia","Pedestrian","Pelicaniformes","Pelicanidae","Pelecanus conspicillatus","Australian pelican",32.6,1.51321760006794
"475","America-Australia","Pedestrian","Pelicaniformes","Pelicanidae","Pelecanus conspicllantus","Australian pelican",32.31,1.50933695801764
"476","America-Australia","Pedestrian","Pelicaniformes","Phalacrocoracidae ","Microcarbo melanoleucos","little pied cormorant",19.7,1.29446622616159
"477","America-Australia","Pedestrian","Pelicaniformes","Phalacrocoracidae ","Microcarbo melanoleucos","little pied cormorant",19.8,1.29666519026153
"478","America-Australia","Pedestrian","Pelicaniformes","Phalacrocoracidae ","Phalacrocorax carbo ","great cormorant ",32.3,1.5092025223311
"479","America-Australia","Pedestrian","Pelicaniformes","Phalacrocoracidae ","Phalacrocorax carbo ","great cormorant ",32.3,1.5092025223311
"480","America-Australia","Pedestrian","Pelicaniformes","Phalacrocoracidae ","Phalacrocorax sulcirostris ","little black cormorant ",22.9,1.35983548233989
"481","America-Australia","Pedestrian","Pelicaniformes","Phalacrocoracidae ","Phalacrocorax sulcirostris ","little black cormorant ",24,1.38021124171161
"482","America-Australia","Pedestrian","Pelicaniformes","Phalacrocoracidae ","Phalacrocorax varius ","pied cormorant ",31.2,1.49415459401844
"483","America-Australia","Pedestrian","Pelicaniformes","Phalacrocoracidae ","Phalacrocorax varius ","pied cormorant ",31.3,1.49554433754645
"484","America-Australia","Pedestrian","Podicipediformes","Podicipedidae","Poliocephalus poliocephalus","hoary-headed grebe",23.8,1.37657695705651
"485","America-Australia","Pedestrian","Psittaciformes","Cacatuidae","Callocephalon fimbriatum","gang-gang cockatoo",7.5,0.8750612633917
"486","America-Australia","Pedestrian","Psittaciformes","Cacatuidae","Calyptorhynchus banksii","red-tailed black-cockatoo",10.9,1.03742649794062
"487","America-Australia","Pedestrian","Psittaciformes","Cacatuidae","Calyptorhynchus funereus","yellow-tailed black-cockatoo",11.7,1.06818586174616
"488","America-Australia","Pedestrian","Psittaciformes","Cacatuidae ","Cacatua galerita ","sulphur-crested cockatoo",13.6,1.13353890837022
"489","America-Australia","Pedestrian","Psittaciformes","Cacatuidae ","Cacatua roseicapilla ","galah ",9.9,0.99563519459755
"490","America-Australia","Pedestrian","Psittaciformes","Cacatuidae ","Cacatua sanguinea","little corella",20,1.30102999566398
"491","America-Australia","Pedestrian","Psittaciformes","Cacatuidae ","Cacatua tenuirostris","long-billed corella",3.8,0.57978359661681
"492","America-Australia","Pedestrian","Psittaciformes","Psittacidae","Psephotus haematonotus","red-rumped parrot",11.2,1.04921802267018
"493","America-Australia","Pedestrian","Psittaciformes","Psittacidae ","Alisterus scapularis","Australian king parrot",8.7,0.939519252618618
"494","America-Australia","Pedestrian","Psittaciformes","Psittacidae ","Aprosmictus erythropterus","red-winged parrot",32.3,1.5092025223311
"495","America-Australia","Pedestrian","Psittaciformes","Psittacidae ","Barnardius zonarius","Australian ringneck",14.1,1.14921911265538
"496","America-Australia","Pedestrian","Psittaciformes","Psittacidae ","Platycercus adscitus","pale-headed rosella",21,1.32221929473392
"497","America-Australia","Pedestrian","Psittaciformes","Psittacidae ","Platycercus elegans ","crimson rosella ",9.2,0.963787827345555
"498","America-Australia","Pedestrian","Psittaciformes","Psittacidae ","Platycercus eximius ","eastern rosella ",10.4,1.01703333929878
"499","America-Australia","Pedestrian","Psittaciformes","Psittacidae ","Trichoglossus chlorolepidotus","scaly-breasted lorikeet",1,0
"500","America-Australia","Pedestrian","Struthioniformes","Casuariidae","Dromaius novaehollandiae","emu",58.7,1.76863810124761
"501","Europe","Pedestrian","Passeriformes","Paridae ","Parus major ","great tit ",6.3,0.799340549453582
"502","Europe","Pedestrian","Anseriformes","Anatidae","Anas crecca","Eurasian teal",39.23,1.59361830812954
"503","Europe","Pedestrian","Anseriformes","Anatidae","Anas crecca ","Eurasian teal",58,1.76342799356294
"504","Europe","Pedestrian","Anseriformes","Anatidae","Anas platyrhynchos","mallard",13.42,1.12775251583297
"505","Europe","Pedestrian","Anseriformes","Anatidae","Anas platyrhynchos ","mallard",14.6,1.16435285578444
"506","Europe","Pedestrian","Anseriformes","Anatidae","Aythya fuligula","tufted duck",10.68,1.02857125269254
"507","Europe","Pedestrian","Anseriformes","Anatidae","Aythya fuligula ","tufted duck",10.68,1.02857125269254
"508","Europe","Pedestrian","Anseriformes","Anatidae","Branta bernicla","brant goose",23.5,1.37106786227174
"509","Europe","Pedestrian","Anseriformes","Anatidae","Branta bernicla","brant goose",23.5,1.37106786227174
"510","Europe","Pedestrian","Anseriformes","Anatidae","Branta bernicla","brant goose",105,2.02118929906994
"511","Europe","Pedestrian","Anseriformes","Anatidae","Cygnus columbianus","tundra swan",200,2.30102999566398
"512","Europe","Pedestrian","Anseriformes","Anatidae","Cygnus cygnus","whooper swan",155,2.19033169817029
"513","Europe","Pedestrian","Anseriformes","Anatidae","Tadorna tadorna","shelduck",48.57,1.68636810347304
"514","Europe","Pedestrian","Anseriformes","Anatidae","Tadorna tadorna","shelduck",36.3,1.55990662503611
"515","Europe","Pedestrian","Anseriformes","Anatidae","Tadorna tadorna","shelduck",148,2.17026171539496
"516","Europe","Pedestrian","Anseriformes","Anatidae","Tadorna tadorna","shelduck",250,2.39794000867204
"517","Europe","Pedestrian","Apodiformes","Apodidae","Apus apus","common swift",38.1,1.58092497567562
"518","Europe","Pedestrian","Apodiformes","Apodidae","Apus apus","common swift",38.1,1.58092497567562
"519","Europe","Pedestrian","Apodiformes","Apodidae","Apus apus ","common swift",38,1.57978359661681
"520","Europe","Pedestrian","Charadriiformes","Charadriidae","Charadrius dubius","little ringed plover",9,0.954242509439325
"521","Europe","Pedestrian","Charadriiformes","Charadriidae","Charadrius hiaticula","ringed plover",22.5,1.35218251811136
"522","Europe","Pedestrian","Charadriiformes","Charadriidae","Charadrius hiaticula","ringed plover",121,2.08278537031645
"523","Europe","Pedestrian","Charadriiformes","Charadriidae","Pluvialis squatarola","black-bellied plover",51,1.70757017609794
"524","Europe","Pedestrian","Charadriiformes","Charadriidae","Pluvialis squatarola","black-bellied plover",124,2.09342168516224
"525","Europe","Pedestrian","Charadriiformes","Charadriidae","Pluvialis squatarola ","black-bellied plover",36,1.55630250076729
"526","Europe","Pedestrian","Charadriiformes","Charadriidae","Pluvialis squatarola ","black-bellied plover",36,1.55630250076729
"527","Europe","Pedestrian","Charadriiformes","Charadriidae ","Vanellus vanellus","northern lapwing",41.32,1.61616031284758
"528","Europe","Pedestrian","Charadriiformes","Charadriidae ","Vanellus vanellus","northern lapwing",39.47,1.59626712639552
"529","Europe","Pedestrian","Charadriiformes","Haematopodidae","Haematopus ostralegus","Eurasian oystercatcher ",82,1.91381385238372
"530","Europe","Pedestrian","Charadriiformes","Haematopodidae","Haematopus ostralegus","Eurasian oystercatcher ",85,1.92941892571429
"531","Europe","Pedestrian","Charadriiformes","Haematopodidae","Haematopus ostralegus","Eurasian oystercatcher ",136,2.13353890837022
"532","Europe","Pedestrian","Charadriiformes","Laridae","Larus canus","common gull",59.94,1.77771673860963
"533","Europe","Pedestrian","Charadriiformes","Laridae","Larus fuscus","lesser black-backed gull",25,1.39794000867204
"534","Europe","Pedestrian","Charadriiformes","Laridae","Larus marinus","great black-backed gull",68,1.83250891270624
"535","Europe","Pedestrian","Charadriiformes","Laridae","Larus ridibundus","black-headed gull",41.2,1.61489721603313
"536","Europe","Pedestrian","Charadriiformes","Recurvirostridae ","Himantopus himantopus ","black-winged stilt ",22,1.34242268082221
"537","Europe","Pedestrian","Charadriiformes","Scolopacidae","Arenaria interpres","ruddy turnstone",47,1.67209785793572
"538","Europe","Pedestrian","Charadriiformes","Scolopacidae","Arenaria interpres ","ruddy turnstone",50,1.69897000433602
"539","Europe","Pedestrian","Charadriiformes","Scolopacidae","Calidris alba","sanderling",18,1.25527250510331
"540","Europe","Pedestrian","Charadriiformes","Scolopacidae","Calidris alpina","dunlin",71,1.85125834871908
"541","Europe","Pedestrian","Charadriiformes","Scolopacidae","Calidris alpina","dunlin",163,2.21218760440396
"542","Europe","Pedestrian","Charadriiformes","Scolopacidae","Gallinago gallinago","common snipe",72,1.85733249643127
"543","Europe","Pedestrian","Charadriiformes","Scolopacidae","Gallinago gallinago","common snipe",25.83,1.41212440617332
"544","Europe","Pedestrian","Charadriiformes","Scolopacidae","Limosa lapponica ","bar-tailed godwit ",107,2.02938377768521
"545","Europe","Pedestrian","Charadriiformes","Scolopacidae","Limosa lapponica ","bar-tailed godwit ",219,2.34044411484012
"546","Europe","Pedestrian","Charadriiformes","Scolopacidae","Numenius arquata","Eurasian curlew ",62.75,1.79761373015308
"547","Europe","Pedestrian","Charadriiformes","Scolopacidae","Numenius arquata","Eurasian curlew ",213,2.32837960343874
"548","Europe","Pedestrian","Charadriiformes","Scolopacidae","Numenius arquata","Eurasian curlew ",211,2.32428245529769
"549","Europe","Pedestrian","Charadriiformes","Scolopacidae","Numenius arquata","Eurasian curlew ",339,2.53019969820308
"550","Europe","Pedestrian","Charadriiformes","Scolopacidae","Tringa hypoleucos","common sandpiper",17,1.23044892137827
"551","Europe","Pedestrian","Charadriiformes","Scolopacidae","Tringa hypoleucos","common sandpiper",17,1.23044892137827
"552","Europe","Pedestrian","Charadriiformes","Scolopacidae","Tringa hypoleucos","common sandpiper",27.1,1.43296929087441
"553","Europe","Pedestrian","Charadriiformes","Scolopacidae","Tringa hypoleucos","common sandpiper",75,1.8750612633917
"554","Europe","Pedestrian","Charadriiformes","Scolopacidae","Tringa nebularia","common greenshank",30,1.47712125471966
"555","Europe","Pedestrian","Charadriiformes","Scolopacidae","Tringa totanus","redshank",29.71,1.47290265180366
"556","Europe","Pedestrian","Charadriiformes","Scolopacidae","Tringa totanus","redshank",29.71,1.47290265180366
"557","Europe","Pedestrian","Ciconiiformes","Ardeidae","Ardea cinerea","grey heron",47.36,1.67541169371486
"558","Europe","Pedestrian","Ciconiiformes","Ardeidae","Ardea cinerea","grey heron",47.36,1.67541169371486
"559","Europe","Pedestrian","Ciconiiformes","Ardeidae","Bubulcus ibis","cattle egret",24.38,1.38703370128236
"560","Europe","Pedestrian","Ciconiiformes","Ardeidae","Ixobrychus minutus","little bittern",35,1.54406804435028
"561","Europe","Pedestrian","Ciconiiformes","Ciconiidae","Ciconia ciconia","white stork",35,1.54406804435028
"562","Europe","Pedestrian","Columbiformes","Columbidae ","Columba livia ","rock dove",3.5,0.544068044350276
"563","Europe","Pedestrian","Columbiformes","Columbidae ","Columba palumbus","common woodpigeon",11.5,1.06069784035361
"564","Europe","Pedestrian","Columbiformes","Columbidae ","Columba palumbus","common woodpigeon",12.08,1.08206693428511
"565","Europe","Pedestrian","Columbiformes","Columbidae ","Columba palumbus","common woodpigeon",10.99,1.04099769242349
"566","Europe","Pedestrian","Columbiformes","Columbidae ","Columba palumbus","common woodpigeon",19.69,1.29424571613812
"567","Europe","Pedestrian","Columbiformes","Columbidae ","Columba palumbus ","common woodpigeon",10.99,1.04099769242349
"568","Europe","Pedestrian","Columbiformes","Columbidae ","Streptopelia decaocto","Eurasian collared dove",5.38,0.730782275666389
"569","Europe","Pedestrian","Columbiformes","Columbidae ","Streptopelia decaocto ","Eurasian collared dove",5.36,0.72916478969277
"570","Europe","Pedestrian","Columbiformes","Columbidae ","Streptopelia decaocto ","Eurasian collared dove",5.31,0.725094521081469
"571","Europe","Pedestrian","Coraciiformes","Alcedinidae","Alcedo atthis","Eurasian kingfisher",16.27,1.21138755293686
"572","Europe","Pedestrian","Coraciiformes","Alcedinidae","Alcedo atthis ","Eurasian kingfisher",24,1.38021124171161
"573","Europe","Pedestrian","Coraciiformes","Meropidae","Merops apiaster","European bee-eater",37.02,1.56843641441689
"574","Europe","Pedestrian","Coraciiformes","Meropidae","Merops apiaster","European bee-eater",37.02,1.56843641441689
"575","Europe","Pedestrian","Coraciiformes","Upupidae","Upupa epops","hoopoe",19.96,1.30016053695135
"576","Europe","Pedestrian","Coraciiformes","Upupidae","Upupa epops ","hoopoe",18.36,1.26387267686522
"577","Europe","Pedestrian","Cuculiformes","Cuculidae ","Cuculus canorus","European cuckoo",25.89,1.41313205043487
"578","Europe","Pedestrian","Cuculiformes","Cuculidae ","Cuculus canorus ","European cuckoo",25.57,1.40773072802634
"579","Europe","Pedestrian","Cuculiformes","Cuculidae ","Cuculus canorus ","European cuckoo",21.03,1.32283927268632
"580","Europe","Pedestrian","Cuculiformes","Cuculidae ","Cuculus canorus ","European cuckoo",21.03,1.32283927268632
"581","Europe","Pedestrian","Falconiformes","Accipitridae","Accipiter nisus","Eurasian sparrowhawk",10,1
"582","Europe","Pedestrian","Falconiformes","Accipitridae","Buteo buteo","common buzzard",54.06,1.73287604136271
"583","Europe","Pedestrian","Falconiformes","Accipitridae","Buteo buteo","common buzzard",51.07,1.70816585785554
"584","Europe","Pedestrian","Falconiformes","Accipitridae","Buteo buteo","common buzzard",54.06,1.73287604136271
"585","Europe","Pedestrian","Falconiformes","Accipitridae","Buteo lagopus","rough-legged hawk",20.1,1.30319605742049
"586","Europe","Pedestrian","Falconiformes","Accipitridae","Milvus migrans","black kite",37.91,1.57875378442643
"587","Europe","Pedestrian","Falconiformes","Accipitridae","Milvus migrans","black kite",37.91,1.57875378442643
"588","Europe","Pedestrian","Falconiformes","Falconidae","Falco tinnunculus","common kestrel",30.94,1.49052030936335
"589","Europe","Pedestrian","Falconiformes","Falconidae","Falco tinnunculus ","common kestrel",30.08,1.4782778319196
"590","Europe","Pedestrian","Falconiformes","Falconidae","Falco tinnunculus ","common kestrel",18.02,1.25575478664304
"591","Europe","Pedestrian","Galliformes","Phasianidae","Alectoris rufa","red-legged partridge",30,1.47712125471966
"592","Europe","Pedestrian","Galliformes","Phasianidae","Perdix perdix","grey partridge",32.71,1.51468054412498
"593","Europe","Pedestrian","Galliformes","Phasianidae","Perdix perdix","grey partridge",24.78,1.39410130204004
"594","Europe","Pedestrian","Galliformes","Phasianidae","Phasianus colchicus","ring-necked pheasant",62.2,1.79379038469082
"595","Europe","Pedestrian","Galliformes","Tetraonidae","Tetrao tetrix","black grouse",17,1.23044892137827
"596","Europe","Pedestrian","Galliformes","Tetraonidae","Tetrao tetrix","black grouse",36,1.55630250076729
"597","Europe","Pedestrian","Galliformes","Tetraonidae","Tetrao tetrix","black grouse",24,1.38021124171161
"598","Europe","Pedestrian","Galliformes","Tetraonidae","Tetrao tetrix","black grouse",32,1.50514997831991
"599","Europe","Pedestrian","Galliformes","Tetraonidae","Tetrao tetrix","black grouse",57,1.75587485567249
"600","Europe","Pedestrian","Galliformes","Tetraonidae","Tetrao tetrix","black grouse",88,1.94448267215017
"601","Europe","Pedestrian","Galliformes","Tetraonidae","Tetrao urogallus","capercaillie",27,1.43136376415899
"602","Europe","Pedestrian","Gruiformes","Rallidae","Gallinula chloropus","common moorhen",10.03,1.00130093302042
"603","Europe","Pedestrian","Gruiformes","Rallidae","Gallinula chloropus","common moorhen",9.88,0.994756944587628
"604","Europe","Pedestrian","Gruiformes","Rallidae ","Fulica atra ","Eurasian coot ",18.57,1.26881190373978
"605","Europe","Pedestrian","Passeriformes","Acrocephalidae","Hippolais icterina","Icterine warbler",7.52,0.876217840591642
"606","Europe","Pedestrian","Passeriformes","Acrocephalidae","Hippolais icterina ","Icterine warbler",8.05,0.905795880367869
"607","Europe","Pedestrian","Passeriformes","Acrocephalidae","Hippolais icterina ","Icterine warbler",8.05,0.905795880367869
"608","Europe","Pedestrian","Passeriformes","Acrocephalidae","Hippolais icterina ","Icterine warbler",8.05,0.905795880367869
"609","Europe","Pedestrian","Passeriformes","Aegithalidae","Aegithalos caudatus","long-tailed tit",4.64,0.666517980554881
"610","Europe","Pedestrian","Passeriformes","Aegithalidae","Aegithalos caudatus","long-tailed tit",4.17,0.620136054973757
"611","Europe","Pedestrian","Passeriformes","Aegithalidae","Aegithalos caudatus","long-tailed tit",5.02,0.700703717145019
"612","Europe","Pedestrian","Passeriformes","Aegithalidae","Aegithalos caudatus","long-tailed tit",4.17,0.620136054973757
"613","Europe","Pedestrian","Passeriformes","Alaudidae","Alauda arvensis","skylark",14.9,1.17318626841227
"614","Europe","Pedestrian","Passeriformes","Alaudidae","Alauda arvensis","skylark",38.02,1.58001211252942
"615","Europe","Pedestrian","Passeriformes","Alaudidae","Alauda arvensis","skylark",31.92,1.50406288267869
"616","Europe","Pedestrian","Passeriformes","Alaudidae","Alauda arvensis","skylark",31.37,1.49651451869775
"617","Europe","Pedestrian","Passeriformes","Alaudidae","Alauda arvensis ","skylark",41.89,1.62211036036122
"618","Europe","Pedestrian","Passeriformes","Alaudidae","Galerida cristata","crested lark",14.33,1.15624619039734
"619","Europe","Pedestrian","Passeriformes","Alaudidae","Galerida cristata ","crested lark",12.51,1.09725730969342
"620","Europe","Pedestrian","Passeriformes","Alaudidae","Galerida cristata ","crested lark",6.72,0.827369273053825
"621","Europe","Pedestrian","Passeriformes","Alaudidae","Galerida cristata ","crested lark",6.72,0.827369273053825
"622","Europe","Pedestrian","Passeriformes","Alaudidae","Galerida theklae","Thekla lark",7.65,0.883661435153618
"623","Europe","Pedestrian","Passeriformes","Alaudidae","Lullula arborea ","woodlark",12.14,1.08421868673924
"624","Europe","Pedestrian","Passeriformes","Alaudidae","Lullula arborea ","woodlark",5,0.698970004336019
"625","Europe","Pedestrian","Passeriformes","Alaudidae","Lullula arborea ","woodlark",5,0.698970004336019
"626","Europe","Pedestrian","Passeriformes","Certhiidae ","Certhia brachydactyla ","short-toed treecreeper ",7.17,0.8555191556678
"627","Europe","Pedestrian","Passeriformes","Certhiidae ","Certhia brachydactyla ","short-toed treecreeper ",7.61,0.881384656770573
"628","Europe","Pedestrian","Passeriformes","Certhiidae ","Certhia familiaris","Eurasian treecreeper",4.55,0.658011396657112
"629","Europe","Pedestrian","Passeriformes","Certhiidae ","Certhia familiaris ","Eurasian treecreeper",4.55,0.658011396657112
"630","Europe","Pedestrian","Passeriformes","Certhiidae ","Certhia familiaris ","Eurasian treecreeper",4.55,0.658011396657112
"631","Europe","Pedestrian","Passeriformes","Cettiidae","Cettia cetti","Cetti's warbler",5.55,0.744292983122676
"632","Europe","Pedestrian","Passeriformes","Cisticolidae","Cisticola juncidis","streaked fantail warbler",5.32,0.725911632295048
"633","Europe","Pedestrian","Passeriformes","Corvidae ","Corvus corax","common raven",79.63,1.90107671572625
"634","Europe","Pedestrian","Passeriformes","Corvidae ","Corvus corax ","common raven",78.57,1.89525675314489
"635","Europe","Pedestrian","Passeriformes","Corvidae ","Corvus corone","carrion crow",27.48,1.43901672838751
"636","Europe","Pedestrian","Passeriformes","Corvidae ","Corvus corone ","carrion crow",28.47,1.45438746714695
"637","Europe","Pedestrian","Passeriformes","Corvidae ","Corvus corone ","carrion crow",29.3,1.46686762035411
"638","Europe","Pedestrian","Passeriformes","Corvidae ","Corvus frugilegus","rook ",59.9,1.77742682238931
"639","Europe","Pedestrian","Passeriformes","Corvidae ","Corvus frugilegus","rook ",44.39,1.64728514502537
"640","Europe","Pedestrian","Passeriformes","Corvidae ","Corvus frugilegus ","rook ",34.17,1.53364497879876
"641","Europe","Pedestrian","Passeriformes","Corvidae ","Corvus monedula","Eurasian jackdaw ",24.6,1.39093510710338
"642","Europe","Pedestrian","Passeriformes","Corvidae ","Corvus monedula","Eurasian jackdaw ",18.1,1.25767857486918
"643","Europe","Pedestrian","Passeriformes","Corvidae ","Corvus monedula","Eurasian jackdaw ",16,1.20411998265592
"644","Europe","Pedestrian","Passeriformes","Corvidae ","Corvus monedula","Eurasian jackdaw ",23.37,1.36865871239223
"645","Europe","Pedestrian","Passeriformes","Corvidae ","Corvus monedula","Eurasian jackdaw ",26.67,1.42602301568988
"646","Europe","Pedestrian","Passeriformes","Corvidae ","Corvus monedula ","Eurasian jackdaw ",23.37,1.36865871239223
"647","Europe","Pedestrian","Passeriformes","Corvidae ","Corvus monedula ","Eurasian jackdaw ",23.37,1.36865871239223
"648","Europe","Pedestrian","Passeriformes","Corvidae ","Garrulus glandarius","Eurasian jay",11.76,1.07040732174012
"649","Europe","Pedestrian","Passeriformes","Corvidae ","Garrulus glandarius ","Eurasian jay",10.92,1.03822263836872
"650","Europe","Pedestrian","Passeriformes","Corvidae ","Garrulus glandarius ","Eurasian jay",10.81,1.03382569395331
"651","Europe","Pedestrian","Passeriformes","Corvidae ","Garrulus glandarius ","Eurasian jay",10.81,1.03382569395331
"652","Europe","Pedestrian","Passeriformes","Corvidae ","Pica pica","black-billed magpie",13,1.11394335230684
"653","Europe","Pedestrian","Passeriformes","Corvidae ","Pica pica","black-billed magpie",14.37,1.15745676813423
"654","Europe","Pedestrian","Passeriformes","Corvidae ","Pica pica ","black-billed magpie",14.16,1.15106325335375
"655","Europe","Pedestrian","Passeriformes","Corvidae ","Pica pica ","black-billed magpie",15.61,1.19340290306242
"656","Europe","Pedestrian","Passeriformes","Corvidae ","Pica pica ","black-billed magpie",15.61,1.19340290306242
"657","Europe","Pedestrian","Passeriformes","Emberizidae","Emberiza cia","rock bunting",9.43,0.974511692737328
"658","Europe","Pedestrian","Passeriformes","Emberizidae","Emberiza cirlus","Cirl bunting",7,0.845098040014257
"659","Europe","Pedestrian","Passeriformes","Emberizidae","Miliaria calandra","corn bunting",9.13,0.960470777534299
"660","Europe","Pedestrian","Passeriformes","Emberizidae","Miliaria calandra ","corn bunting",10.3,1.01283722470517
"661","Europe","Pedestrian","Passeriformes","Emberizidae","Miliaria calandra ","corn bunting",12.59,1.10002573010786
"662","Europe","Pedestrian","Passeriformes","Emberizidae","Miliaria calandra ","corn bunting",12.59,1.10002573010786
"663","Europe","Pedestrian","Passeriformes","Estrildidae","Amandava amandava","red avadavat",6.55,0.816241299991783
"664","Europe","Pedestrian","Passeriformes","Fringillidae ","Carduelis cannabina","linnet",9.25,0.966141732739033
"665","Europe","Pedestrian","Passeriformes","Fringillidae ","Carduelis cannabina ","linnet",10.87,1.03622954408629
"666","Europe","Pedestrian","Passeriformes","Fringillidae ","Carduelis cannabina ","linnet",13.9,1.1430148002541
"667","Europe","Pedestrian","Passeriformes","Fringillidae ","Carduelis cannabina ","linnet",13.9,1.1430148002541
"668","Europe","Pedestrian","Passeriformes","Fringillidae ","Carduelis carduelis","European goldfinch ",11.5,1.06069784035361
"669","Europe","Pedestrian","Passeriformes","Fringillidae ","Carduelis carduelis","European goldfinch ",7.2,0.857332496431269
"670","Europe","Pedestrian","Passeriformes","Fringillidae ","Carduelis carduelis","European goldfinch ",7.63,0.882524537954881
"671","Europe","Pedestrian","Passeriformes","Fringillidae ","Carduelis carduelis ","European goldfinch ",9.2,0.963787827345555
"672","Europe","Pedestrian","Passeriformes","Fringillidae ","Carduelis carduelis ","European goldfinch ",7.6,0.880813592280791
"673","Europe","Pedestrian","Passeriformes","Fringillidae ","Carduelis carduelis ","European goldfinch ",7.66,0.884228769632604
"674","Europe","Pedestrian","Passeriformes","Fringillidae ","Carduelis carduelis ","European goldfinch ",7.66,0.884228769632604
"675","Europe","Pedestrian","Passeriformes","Fringillidae ","Carduelis chloris","European greenfinch ",6.9,0.838849090737255
"676","Europe","Pedestrian","Passeriformes","Fringillidae ","Carduelis chloris","European greenfinch ",19,1.27875360095283
"677","Europe","Pedestrian","Passeriformes","Fringillidae ","Carduelis chloris","European greenfinch ",9.7,0.986771734266245
"678","Europe","Pedestrian","Passeriformes","Fringillidae ","Carduelis chloris","European greenfinch ",6.87,0.83695673705955
"679","Europe","Pedestrian","Passeriformes","Fringillidae ","Carduelis chloris","European greenfinch ",7.1,0.851258348719075
"680","Europe","Pedestrian","Passeriformes","Fringillidae ","Carduelis chloris","European greenfinch ",6.59,0.81888541459401
"681","Europe","Pedestrian","Passeriformes","Fringillidae ","Carduelis chloris ","European greenfinch ",7.1,0.851258348719075
"682","Europe","Pedestrian","Passeriformes","Fringillidae ","Carduelis flammea","common redpoll",4.5,0.653212513775344
"683","Europe","Pedestrian","Passeriformes","Fringillidae ","Carduelis flammea ","common redpoll",4.62,0.664641975556125
"684","Europe","Pedestrian","Passeriformes","Fringillidae ","Carduelis flammea ","common redpoll",2.62,0.418301291319745
"685","Europe","Pedestrian","Passeriformes","Fringillidae ","Carduelis flammea ","common redpoll",12.62,1.10105935490812
"686","Europe","Pedestrian","Passeriformes","Fringillidae ","Carduelis spinus","Eurasian siskin",4.83,0.683947130751512
"687","Europe","Pedestrian","Passeriformes","Fringillidae ","Carduelis spinus ","Eurasian siskin",3.96,0.597695185925512
"688","Europe","Pedestrian","Passeriformes","Fringillidae ","Carduelis spinus ","Eurasian siskin",3.96,0.597695185925512
"689","Europe","Pedestrian","Passeriformes","Fringillidae ","Carduelis spinus ","Eurasian siskin",3.96,0.597695185925512
"690","Europe","Pedestrian","Passeriformes","Fringillidae ","Coccothraustes coccothraustes ","hawfinch",8.6,0.934498451243568
"691","Europe","Pedestrian","Passeriformes","Fringillidae ","Coccothraustes coccothraustes ","hawfinch",8.6,0.934498451243568
"692","Europe","Pedestrian","Passeriformes","Fringillidae ","Emberiza citrinella","yellowhammer ",12.4,1.09342168516224
"693","Europe","Pedestrian","Passeriformes","Fringillidae ","Emberiza citrinella","yellowhammer ",12.04,1.08062648692181
"694","Europe","Pedestrian","Passeriformes","Fringillidae ","Emberiza citrinella","yellowhammer ",12.51,1.09725730969342
"695","Europe","Pedestrian","Passeriformes","Fringillidae ","Emberiza citrinella","yellowhammer ",9.99,0.999565488225982
"696","Europe","Pedestrian","Passeriformes","Fringillidae ","Emberiza citrinella ","yellowhammer ",12.51,1.09725730969342
"697","Europe","Pedestrian","Passeriformes","Fringillidae ","Emberiza schoeniclus","reed bunting",9.81,0.991669007379949
"698","Europe","Pedestrian","Passeriformes","Fringillidae ","Emberiza schoeniclus","reed bunting",12.79,1.10687054447865
"699","Europe","Pedestrian","Passeriformes","Fringillidae ","Emberiza schoeniclus  ","reed bunting",12.74,1.10516942799933
"700","Europe","Pedestrian","Passeriformes","Fringillidae ","Emberiza schoeniclus  ","reed bunting",12.79,1.10687054447865
"701","Europe","Pedestrian","Passeriformes","Fringillidae ","Fringilla coelebs","chaffinch ",8.7,0.939519252618618
"702","Europe","Pedestrian","Passeriformes","Fringillidae ","Fringilla coelebs","chaffinch ",7.1,0.851258348719075
"703","Europe","Pedestrian","Passeriformes","Fringillidae ","Fringilla coelebs","chaffinch ",7.14,0.853698211776174
"704","Europe","Pedestrian","Passeriformes","Fringillidae ","Fringilla coelebs ","chaffinch ",7.7,0.886490725172482
"705","Europe","Pedestrian","Passeriformes","Fringillidae ","Fringilla coelebs ","chaffinch ",8.38,0.923244018630276
"706","Europe","Pedestrian","Passeriformes","Fringillidae ","Fringilla coelebs ","chaffinch ",8.92,0.950364854376123
"707","Europe","Pedestrian","Passeriformes","Fringillidae ","Fringilla coelebs ","chaffinch ",8.92,0.950364854376123
"708","Europe","Pedestrian","Passeriformes","Fringillidae ","Loxia curvirostra","common crossbill",4.74,0.675778341674085
"709","Europe","Pedestrian","Passeriformes","Fringillidae ","Loxia curvirostra ","common crossbill",4.73,0.674861140737812
"710","Europe","Pedestrian","Passeriformes","Fringillidae ","Loxia curvirostra ","common crossbill",4.6,0.662757831681574
